,CELL_NAME,IPI_TUNING_ERROR_RMS,FREQ_TUNING_ERROR_RMS,PRESYNAPTIC_TOTAL,PRESYNAPTIC_MISSING,W_PRE_E_TOTAL,W_PRE_I_TOTAL,W_PRE_E_MISSING,W_PRE_I_MISSING,DATA_RESPONSE_IPI_16_MS,DATA_RESPONSE_IPI_36_MS,DATA_RESPONSE_IPI_56_MS,DATA_RESPONSE_IPI_76_MS,DATA_RESPONSE_IPI_96_MS,MODEL_RESPONSE_IPI_16_MS,MODEL_RESPONSE_IPI_36_MS,MODEL_RESPONSE_IPI_56_MS,MODEL_RESPONSE_IPI_76_MS,MODEL_RESPONSE_IPI_96_MS,DATA_RESPONSE_FREQ_100_HZ,DATA_RESPONSE_FREQ_200_HZ,DATA_RESPONSE_FREQ_300_HZ,DATA_RESPONSE_FREQ_500_HZ,DATA_RESPONSE_FREQ_800_HZ,MODEL_RESPONSE_FREQ_100_HZ,MODEL_RESPONSE_FREQ_200_HZ,MODEL_RESPONSE_FREQ_300_HZ,MODEL_RESPONSE_FREQ_500_HZ,MODEL_RESPONSE_FREQ_800_HZ
64,40316_Lb1,1.9293787091157668,0.8219365563382743,31,16,133.0,-8.0,114.0,0.0,13.472274629641074,10.197485234784974,12.766476349649315,12.520569022332737,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,9.175834593136047,13.80095929697051,18.3745163695926,5.2306646053518255,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362
65,WED-VLP-1_L5,1.0460901679380958,0.5644963694455408,31,4,225.0,-167.0,0.0,-81.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
66,WED-VLP-1_L6,0.5705293467566735,0.5300956338425526,31,5,224.0,-124.0,0.0,-66.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
67,47261_R2,0.26657887779707684,0.32575414549649695,31,12,62.0,-8.0,45.0,-1.0,5.569357742218456,17.911398861131456,13.292985566771232,15.393599289035853,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,-1.8149854520425743,3.6146293598284562,11.94034986844339,4.618443937444209,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272
68,47261_L10,0.168249996774324,0.0812356866802208,31,13,102.0,-18.0,71.0,-12.0,5.569357742218456,17.911398861131456,13.292985566771232,15.393599289035853,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,-1.8149854520425743,3.6146293598284562,11.94034986844339,4.618443937444209,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272
69,47261_L9,0.041178305726572904,0.8020437577084826,31,13,86.0,-19.0,55.0,-7.0,5.569357742218456,17.911398861131456,13.292985566771232,15.393599289035853,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,-1.8149854520425743,3.6146293598284562,11.94034986844339,4.618443937444209,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272
70,B1-2_R6,1.9313909209310374,1.5669367257219826,31,8,14.0,-225.0,1.0,-7.0,17.39566239261251,12.325216633392715,9.665815323985155,7.353774070440401,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,1.939132977336841,8.138647505541018,17.854711813148224,-4.823556549891937,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164
71,40316_La4,1.9230955966753067,0.8131417246202557,31,15,200.0,-8.0,96.0,0.0,13.472274629641074,10.197485234784974,12.766476349649315,12.520569022332737,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,9.175834593136047,13.80095929697051,18.3745163695926,5.2306646053518255,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362
72,16374-27885_R5,0.6204218289152916,0.7916702835580274,31,1,328.0,-33.0,2.0,0.0,8.394826370207042,-11.050935504520227,-11.462595411434854,-12.866484154057117,-10.540975194480898,-10.540975194480898,-10.540975194480898,-10.540975194480898,-10.540975194480898,-10.540975194480898,17.525803767074805,19.66954443389557,16.945530021348567,13.962841187769412,13.748475880799933,13.748475880799933,13.748475880799933,13.748475880799933,13.748475880799933,13.748475880799933
73,29146_R4,0.9798817728531893,0.16342839438118048,31,14,32.0,-14.0,12.0,-11.0,6.494563995013471,1.9954827175376029,5.7723960026244665,17.351252960537327,0.7753568388206653,0.7753568388206653,0.7753568388206653,0.7753568388206653,0.7753568388206653,0.7753568388206653,4.59250671086354,7.789087933544868,18.940145654922144,0.55758857349239,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886
74,47261_R5,0.10669656121418193,0.8967485652575735,31,18,124.0,-30.0,98.0,-17.0,5.569357742218456,17.911398861131456,13.292985566771232,15.393599289035853,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,-1.8149854520425743,3.6146293598284562,11.94034986844339,4.618443937444209,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272
75,29146_L3,1.1990318667427995,0.30867554953967963,30,10,60.0,-13.0,8.0,-9.0,6.494563995013471,1.9954827175376029,5.7723960026244665,17.351252960537327,0.7753568388206653,0.7753568388206653,0.7753568388206653,0.7753568388206653,0.7753568388206653,0.7753568388206653,4.59250671086354,7.789087933544868,18.940145654922144,0.55758857349239,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886,-0.025476465779116886
76,16374-27885_L6,0.6688488954594172,0.9778772863080247,30,3,119.0,-92.0,0.0,-86.0,8.394826370207042,-11.050935504520227,-11.462595411434854,-12.866484154057117,-10.540975194480898,-10.540975194480898,-10.540975194480898,-10.540975194480898,-10.540975194480898,-10.540975194480898,17.525803767074805,19.66954443389557,16.945530021348567,13.962841187769412,13.748475880799933,13.748475880799933,13.748475880799933,13.748475880799933,13.748475880799933,13.748475880799933
77,WED-VLP-1_L7,0.550511896505628,0.47983100849252003,30,5,140.0,-91.0,0.0,-59.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
78,WED-VLP-2_L3,0.27262332340202977,0.5538378097069645,29,10,246.0,-121.0,0.0,-107.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
